B0009XLVG0,B001L1KH6Y,B003THML30,B004YWHTBS,B003WLC4VC,B003THQKXM,B003NZHOQ2,B005LXGGH2,B000G82L5I,B000FBQ5EY,B003THTKZC,B003UE2X2G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B0029NS90E,B0029NQSHU,B0029NJ4J4,B0029NSE3G,B0029NQTI8,B0029NN03K,B000633NXM,B0029NN184,B0029NTXTA,B0029NS7BU,B0029NMRZC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ5PKE,B000E1BLMG,B001E52VJS,B000EUJK5W,B000GAZ0QI,B000E63L8S,B000P4Y8KO,B001EPPCK8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ5PKE,B000EXWL8M,B0019CSQ36,B001E55Z46,B002YLGA0W,B005DQDZIK,B00513J04I,B001EO7H9I,B000X60V82,B001FA1MMY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ5PKE,B001E5E1MI,B0013HGSGY,B001GCU7AY,B000EDDSFW,B001IZG730,B001J8RYJW,B001ELL44A,B001E5E3LW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000GWLR86,B00028QD24,B001269GSI,B0037MIRYE,B00438KRHQ,B000ETPYZS,B000GWKKKC,B004YVOF70,B000ETLOAM,B000FL3ILM,B00126ERTG,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000GWLR86,B001SAZPW4,B000GWKKKC,B001T48OW2,B002J9EUFG,B003WQPGYE,B004H4R59Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B005BV0GVG,B0007A0AQW,B0007A0AQM,B0017NNMU4,B00292BM7W,B00292BM7C,B000BRR8VQ,B000H0ZJIG,B000H1217M,B000H0ZJHW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4E60,B0030VBQOK,B000CQ01NS,B001EQ4PTQ,B000MXHQTS,B000J423MK,B000MXJR68,B001189I3A,B000MXEN9O,B0030VJ8E0,B001NXM3I0,B000LKU4XM,B002AQL00G,B0030VJ818,B0030VBRCG,B001HTGAQQ,B001E5E1PA,B001NXHY8Y,B001NXM3GM,B001GVIRKM
B006DK1Y4W,B002IEZJMA,B002LANN56,B0040WE8NE,B001IHWDX6,B000RI1FDG,B000Z4WRYS,B000FFLTEG,B001FSJCPK,B000N543Y6,B000JOE224,B000HJ7AIY,B008JHROIM,B000BF3AGU,B0051GBKZM,B002IEVJRY,B000TV8STA,B007JBO41E,B000FFIEL2,B000FIWIWA
B004H0ZD38,B003D4F1QS,B003D4IYSU,B003D4MW38,B003D4MYLS,B000LKVRQA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001D0GV9K,B007RTR8AC,B006N3I69A,B000HBY6KC,B001D0IZ80,B005A1KZC2,B000HBV9PW,B001D0KG1O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001D0GV9K,B004JRKEH4,B001D0GV6I,B00119Q3EQ,B000GW257S,B0016PC4TS,B000ZSTOL8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001D0GV9K,B002ZX1U9A,B007TJGZ4A,B0029XDZKI,B000TQEWM2,B008FHUKE6,B006N3I1HM,B0033B4IY2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001D0GV9K,B000CQE3HS,B004IRGDFW,B000CQID1A,B000GGXEEW,B000RI1W8E,B000UVKX9C,B000EYLE1Q,B000CQE3IC,B000CQID1K,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001ELLAEY,B007FS8AL6,B001ELLAHG,B001E5E272,B001VNDRKK,B004I4QFVC,B001EQ5O6Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001ELLAEY,B000LKZ428,B001ELLAHG,B0013JNPZY,B001E5E272,B001EQ5O6Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001ELLAEY,B004SRH2B6,B001ULH7P4,B000CNB4LE,B001942GAI,B004SRFYMK,B001ELLAHG,B003CIBPN8,B001E5E272,B001ULOTKU,B001EQ5O6Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002N2NSFM,B0009ETA76,B000YTCSLQ,B00113WU0S,B000GZU7DO,B000PIMSWA,B000WJNX3A,B003P7XXPE,B0009F3PP8,B0009ETA6W,B000PIJI50,B001E5E3S0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000FF8X4K,B001EPPIT8,B0015VVS2M,B000OCRNCW,B000084F04,B001LO511W,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000FF8X4K,B00020XNTS,B0015V7AT2,B002YLI9E2,B003DKA9LY,B003DKG0DK,B00020XNU2,B004LKY7NG,B004LK7ICI,B00020XNUC,B002YLGAIO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B005S6I3LO,B00094JEUO,B0049ULB78,B004YV80O4,B004YV80OE,B007PA30ZU,B0019MP8CS,B005QBJ9KK,B000LKYU9G,B007PE7ANY,B006BXUZVO,B0019413WA,B00474CSVE,B000Q5X876,B000NF4C7E,B003PER010,B007RTR898,B004E4CCSQ,B000VDA41G,B004TPKAN4
B00470HVK6,B0005YL9EM,B001YJ4Y1W,B0007WTAB6,B000JFGHIU,B002LBV9AG,B00030AT0I,B0029TISNG,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002NHYQAS,B0041NYV8E,B002IEZJMA,B007RTR9E2,B002LANN56,B004YV80O4,B0090X8IPM,B000PNM0ZK,B003GTR8IO,B001ONVOFC,B001OCBT3U,B001Q9EFW8,B002TMV3GC,B007RTR8T8,B004U49QU2,B004U43ZO0,B001VJ0B0I,B007RTR8A2,B005HG9ESG,B004JRO1S2
B002NHYQAS,B004MO6NI8,B004U49QU2,B0014X5O1C,B005HG9ESG,B005HG9ERW,B005HG9ET0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002NHYQAS,B000MIFS3Y,B000EZMRQ6,B000EZMRQG,B000RJU8VU,B000EZMRR0,B007PE7ANY,B000EZQTDS,B000EZSFXA,B003ZT61E2,B000EZOP16,B000ESJR20,B0061IULW2,B000EZQTEC,B000EZQTE2,NaN,NaN,NaN,NaN,NaN
B002NHYQAS,B000F4F96Q,B007I7Z3Z0,B004JRKEH4,B008RWUKXK,B005IW4WFY,B004JRMG98,B008RWUHA6,B000HQRHV2,B004E4EBMG,B004YGQPAK,B007I7YZJK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002NHYQAS,B0041NYV8E,B00438XVGU,B0090X8IPM,B003GTR8IO,B003Z6ZGZK,B003Z6W32E,B00451WLYI,B0016PC4TS,B007RTR9G0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002NHYQAS,B004R8FKO2,B006BXUZVO,B003ZT61E2,B007NRQ4O4,B004FEN3GA,B004051BO0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002NHYQAS,B007RTR9E2,B007RTR8T8,B004E4CCSQ,B007RTR9DS,B0051COPH6,B004FEN3GA,B005BPVB9S,B007RTR9FQ,B004JGQ15E,B006MONQMC,B007RTR9G0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002NHYQAS,B001EQ55RW,B0014WYXYW,B001HN5Z4K,B002IEVJRY,B002TMV3CG,B003XDH6M6,B003YBLF2E,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002NHYQAS,B0041NYV8E,B002IEZJMA,B000F4DKAS,B0090X8IPM,B003GTR8IO,B008JHZ150,B0051COPH6,B004VLVO7W,B000OZP7CM,B005BPVA08,B004DIR3TQ,B0041CIP3M,B001EO5ZOW,NaN,NaN,NaN,NaN,NaN,NaN
B002NHYQAS,B0001G6VNS,B006J4MAIQ,B000CRIBCA,B001AHJ2D8,B000YSRK7E,B001AHL6CI,B001AHFVHO,B001AHJ2FQ,B004DOXI9O,B006J4MAUE,B001E5DZHA,B00503DOWS,B000FDDET6,B00248EE4O,B000YSTIL0,NaN,NaN,NaN,NaN
B002NHYQAS,B0041CIR62,B008EG58V8,B005OVPKCI,B000E63LDS,B0041CIP3M,B003XDH6M6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002NHYQAS,B003N0ZN0Q,B002AR14WO,B004T80BYE,B002TMV3GC,B000A3I3BA,B002RSVOLM,B005Q8IXXM,B004BKLHOS,B005EF0HU4,B004Q6VZHQ,B000P504ZG,B0033TYF2E,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002NHYQAS,B0090X8IPM,B0041CIR62,B003GTR8IO,B001OCBT3U,B002D4DY8G,B000LKXCB8,B0002HAAXI,B0044CPA28,B004JGQ15Y,B004JGQ15E,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002NHYQAS,B0009F3PQ2,B0048KFVMU,B00168654K,B0009F3POO,B001M24VX2,B0000ZSHAA,B001B1OK80,B000F3Q4AM,B006MONQMC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002NHYQAS,B006J4MAIQ,B0090X8IPM,B003GTR8IO,B008RWUKXK,B005IW4WFY,B0045TEG02,B001ONVOAM,B003AD41R2,B006J4MAUE,B008RWUHA6,B005NVU5BK,B003YBLF2E,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002NHYQAS,B0041NYV8E,B000QVE9EG,B002IEZJMA,B002LANN56,B005VOONKI,B0090X8IPM,B005VOOM4A,B003GTR8IO,B004ESXE70,B005VOOM2W,B005VOONLW,B005VOOKS8,B004I19BKC,B001UFSOXE,B004E4CCSQ,B001VJ0B0I,B000H7LVKY,B001EO5UJW,B005VOONI0
B002NHYQAS,B007RTR9E2,B001VJ0B0I,B007RTR8UC,B0019N5T4Y,B007RTR9G0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002NHYQAS,B0041NYV8E,B001OCBT3U,B002TMV3GC,B0040K41MY,B004051BO0,B005BPVE3G,B003XDH6M6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002NHYQAS,B001LG940E,B004YV80O4,B0014WYXYW,B0090X8IPM,B003GTR8IO,B002TMV3GC,B004U49QU2,B004051BLS,B004FEN3GK,B005A1LINC,B002IEVJRY,B001OCKIBY,B002TN49F8,NaN,NaN,NaN,NaN,NaN,NaN
B002NHYQAS,B0041NYV8E,B001AY8XOU,B005CUU25G,B008O3G25W,B001EO5XHG,B008O3G2K2,B000V1AWCY,B003ZT61E2,B005CUU23S,B004E4CCSQ,B002RSVOLM,B001VJ0B0I,B002D4DY8G,B000LQNK50,B005GYYZTC,B005A1LINC,B005GBIXZM,B001EQ4HVC,B00503DOWS
B002NHYQAS,B005VOONKI,B0090X8IPM,B005VOOM4A,B003GTR8IO,B005VOOM2W,B005VOONLW,B005VOOKS8,B003ZT61E2,B0014X5O1C,B006BXV130,B005VOONI0,B005VOOM5E,B005VOOLXM,B005VOONGM,B002TMV3CG,B005VOONM6,B005VOOL00,B004JGQ15E,B0061IUIDY
B002NHYQAS,B003ANFMY8,B003ANFMY8,B003WK0D8O,B003WK0D8O,B0002MLA5K,B0002MLA5K,B0090X8IPM,B003GTR8IO,B003MA8P02,B003MA8P02,B003M60K54,B003M60K54,B000QSN7P6,B000QSN7P6,B003M5TG28,B003M5TG28,B004DOXI9O,B005HG9ESG,B003MW7858
B002NHYQAS,B005CUU25G,B008O3G25W,B008O3G2K2,B005CUU23S,B004NSH6O8,B005GBIXZM,B005GYULZY,B008O3G2GG,B004E4HUMY,B006ODLCGI,B0044CPA28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002NHYQAS,B007PE7ANY,B005HG9ESG,B001OCKIBY,B005HG9ERW,B005HG9ET0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002NHYQAS,B001EQ55RW,B004CYLW7A,B001OCKIP0,B001LG940E,B005CUU25G,B008O3G25W,B003E728CE,B004CYJXQW,B001Q9EFW8,B008O3G2K2,B008GRONV6,B008RWUKXK,B005IW4WFY,B005CUU23S,B006BXV130,B000IOJTS2,B003ZXE9QA,B001E96JZG,B0057642JM
B002NHYQAS,B002TSA91Q,B002TSA91G,B005A1L0QC,B00503DOWS,B006BXV14E,B000FDKQK6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002NHYQAS,B001OCKIP0,B001GQ3E2S,B000Q5X876,B008EG5ADY,B0040K41MY,B005OVPK9G,B001ELLC9C,B000Q611U6,B007JFMIWW,B0015MY6PC,B000Q5X8DK,B000K8V1PA,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002NHYQAS,B004YV80O4,B004YV80OE,B004867T24,B004JRMG98,B004BKLHOS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002NHYQAS,B004U49QU2,B007JT7AEY,B005A1LINC,B0013M5EM8,B0013M1F80,B001SAX0EE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002NHYQAS,B0090X8IPM,B003GTR8IO,B001Q9EFW8,B004BKLHOS,B001Q9EFVY,B003QDRJXY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002NHYQAS,B004JGQ16I,B001HTKS00,B0051COPH6,B004FEN3GK,B004FEN3GA,B002IEVJRY,B001M09BS4,B000UBD88A,B0013A0QXC,B004JGQ15Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002NHYQAS,B000FA38ZY,B004WSBZAA,B0040K41MY,B004XY14JU,B004FEN3GA,B002TN49F8,B004JGQ15Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002NHYQAS,B004FELBH8,B0054TWQMM,B004JGQ16I,B004U43ZO0,B004YGQOWY,B001EQ5JE6,B001ELL71K,B000CSCP4E,B0009PCPKE,B004051BO0,B004YGQPCI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002NHYQAS,B003JA5KDU,B005SPQENY,B0002IZD02,B004TPKAN4,B000B7S2QG,B008MMTAS6,B008MMTBCG,B0061IUIDY,B003YBLF2E,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002NHYQAS,B004SRH2B6,B00866AM2G,B0014WYXTC,B000CNB4LE,B004SRFYMK,B003CIBPN8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002NHYQAS,B001EQ55RW,B0041NYV8E,B001EQ55ZO,B0090X8IPM,B003GTR8IO,B004U43ZO0,B004051BLS,B004WSBZAA,B0051COPH6,B004XY14JU,B001E5E1WS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002NHYQAS,B001EQ55RW,B004X3VRLG,B0014WYXYW,B004U49QU2,B002D4DY8G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002NHYQAS,B004FELBH8,B007RTR8T8,B0037QGKSK,B004FEJ968,B004U43ZO0,B004JGQ15Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002NHYQAS,B0014WYXQK,B0090X8IPM,B003GTR8IO,B004E4CCSQ,B004TPKAN4,B003XDH6M6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002NHYQAS,B001EO5QZK,B001E5E268,B001EO5R04,B001EO5R0Y,B002DHBT7Q,B000GB0U44,B000LKX01K,B001EO5TJ8,B001EO5QPA,B002NGKHJ8,B001E5E25Y,B000GB3LYA,B001EO5TIE,B000LKX4FW,B001EQ5OAA,B000GB27EA,B006H32VYC,B001EO5TGQ,B000LKTJ9C
B002NHYQAS,B001EQ55RW,B004CYLW7A,B001EQ55ZO,B007I7Z3Z0,B001LG940E,B004YV80O4,B004YV80OE,B0014X5O1C,B001LGGH54,B0002AS5FA,B0002AS5FK,B007JT7AEY,B007RTR8UM,B0076YVPWU,B0041CIP3M,B004E4HUMY,B007I7YZJK,B004JGQ15E,B006MONQMC
B002NHYQAS,B001EQ55RW,B0041NYV8E,B000FA38ZY,B001EQ55ZO,B004JRKEH4,B001OCKIP0,B001LG940E,B0014WYXQK,B0090X8IPM,B0061IUKDM,B003GTR8IO,B004U49QU2,B0076YVPKC,B002TSA91Q,B002TSA91G,B0016PC4TS,B0041CIP3M,B004R8L71W,NaN
B002NHYQAS,B001EQ55RW,B000HQRKJG,B000FI61OQ,B001NZLUYG,B000LKVSDM,B001EO6E0Q,B001EO7HFM,B000G80R6S,B000FI2VHM,B000G7YO2M,B000FI4O8Q,B001VA8MT4,B001E5E0LA,B000H136W6,B000FKGT8W,B000FVW4OY,B000G7WWW6,B001E5E2DG,NaN
B002NHYQAS,B004OV6X6Q,B005VOONKI,B005VOOM4A,B005VOOM2W,B005VOONLW,B005VOOKS8,B005VOONI0,B005VOOM5E,B005VOOLXM,B005VOONGM,B005VOONM6,B005VOOL00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002NHYQAS,B007I7Z3Z0,B004YV80OE,B001LGGH54,B0051COPH6,B007I7YZJK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002NHYQAS,B000FA38ZY,B006BXUVPY,B004JRKEH4,B004YV80O4,B00155NV64,B006BXUZVO,B008RWUKXK,B004U43ZO0,B005IW4WFY,B001EO5UVK,B006BXV130,B006BXV1H6,B005HG9ESG,B008RWUHA6,B0009INHQM,B0076YVPWU,B006BXV14E,B005HG9ERW,B005HG9ET0
B002NHYQAS,B007K449CE,B0090X8IPM,B003GTR8IO,B007RTR8UW,B0016PC4TS,B0041CIP3M,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002NHYQAS,B002LANN56,B000HJRGQU,B000EDDSES,B008RWUKXK,B005IW4WFY,B001VJ0B0I,B0040J1OCA,B0051COPH6,B004JRO1S2,B004FEN3GK,B008RWUHA6,B000VBSL3Q,B002TN49F8,NaN,NaN,NaN,NaN,NaN,NaN
B002NHYQAS,B007I7Z3Z0,B0090X8IPM,B003GTR8IO,B001LGGH54,B004E4EBMG,B007I7YZJK,B003YBLF2E,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EO688Y,B004SRH2B6,B001E5E326,B000CNB4LE,B004SRFYMK,B003CIBPN8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000LRKMQE,B002ANCDMS,B002C1URM6,B002AN4TWK,B003S9GWU2,B002C1Y5GU,B002ANCDRI,B002ANABN6,B002C1WDL4,B003S9C79C,B00028HN5A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000LRKMQE,B000E682M8,B001EO5Q64,B000JZDXV4,B001E6GFZI,B0085RSFES,B002YR97J2,B00250UD1Y,B001SB16B2,B0009F3PP8,B008BLFJXI,B001HTKN7S,B002LV6LFY,B003RRFBB6,B000E6LBXK,NaN,NaN,NaN,NaN,NaN
B003O7DVRA,B00016LZS4,B00017XCUC,B000EICPAG,B000E65OJW,B0040PSUL2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003O7DVRA,B00445JYTK,B0011MAQ6O,B0025UCB2I,B000PGJ4LA,B005HGIVTY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B0017U24LA,B001BM3KXU,B001HTJ5RC,B001SAZH4K,B0000DG554,B000FFPXDO,B000GZYEG0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B0017U24LA,B0030F70LO,B003OB6CGI,B00141OY4W,B000N33NSA,B0030F70HI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B0017U24LA,B000FIXT2I,B00375074Y,B001EO5TRK,B000ED7M2W,B0029YKQ3Q,B0043OU7KW,B0006MWN6G,B002G8T3MA,B000FFIEL2,B00472ESQY,B000MDCDJG,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B0017U24LA,B0017U24KG,B0040WAM5C,B000E46GFU,B000FFLTD2,B000FFIEL2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003P9XFY6,B000N62E46,B003J1RRV2,B001FSJCPK,B000JOE224,B002CZNDDW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003P9XFY6,B001E5E0Y2,B0020LNABS,B002CJASQ8,B0015D8MQK,B002CJG1YQ,B000A76UOI,B002CJAQ8S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001A3KGEG,B000I6625I,B001ELL2CO,B001IZBE2Y,B001VNECT0,B0025UCUXI,B000CS9ZY2,B001EQ5AVI,B000EOXQS0,B000EMK4GE,B0016BU7GO,B00282W8F8,B000V1JVC6,B000S94FFE,B003IMV9DY,B001VNP0U0,B001SATUF2,B00113OZQK,B000ODH4BG,B0040PSTPO
B005DDC3JK,B002H0RF18,B001BM3C0Q,B000EQYW0E,B000EQT9MK,B000EQT574,B000EQT4MA,B001BLXRPC,B004OV2M02,B001BM01BE,B000EQYQBO,B0032B0BD0,B001BM3C4M,B000EQVAFY,B00086IBW0,B001BM4NAE,B001BM4RC8,B000EQX57K,NaN,NaN
B005DDC3JK,B000YQUY2E,B002QHHJWW,B002JIO0RU,B00726G37E,B005GYJUHE,B004YE2FP6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B0029O0V40,B000HZF7JC,B000HZF7J2,B000HBWXUC,B0029NV9EC,B000PDN3E2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B0029O0V40,B003TNANSO,B008JKTTUA,B008JKTH2A,B0029NV9EC,B001D0DMMY,B001D0DMME,B001D09KAM,B008JKSJJ2,B008JKU2CO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B0029O0V40,B001B0W0W4,B0029NV9EC,B000EVT074,B0012KH0EG,B0026M864M,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B0029JW7YM,B0052589L0,B002LANN56,B000C9Y4WO,B004A8SC6M,B0029JW7T2,B0007OVXY6,B000CHMK0Y,B002CJO8T6,B007URKMMW,B005F5KCAS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001R1E250,B007OXJK3Y,B004DBS2TI,B005HUVI40,B0033HPPIO,B0033GMSTY,B004DBT12A,B0036U6YE2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B0014ET24G,B000FIXYD2,B0012AL3W6,B001GVIUSG,B002O19HWU,B003VMZWFW,B000F4GQ22,B002O1EEX2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B004AHBMJW,B0006MU8QS,B001MUNAJK,B000II4LOA,B0012TYZ4K,B000FPJ75O,B000FPH1LQ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B004AG6HDO,B005HQU02U,B001ULH7P4,B002IEZJMA,B001CDOBCM,B0019412IK,B000G5WI68,B0090X8IPM,B003GTR8IO,B0007RO9P8,B00021VGPU,B005HQTEYU,B001XUO9EE,B001942GAI,B005HQT378,B0019412BM,B001S3MSDA,B005ISYJRY,B0006BHPE2,B002IEVJRY
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B001EQ4P2I,B001EQ4P2I,B004HOLD92,B004HOLD92,B004HOLD92,B001EQ4RBM,B001EQ4RBM,B001EQ4RBM,B004HOLD4W,B004HOLD4W,B004HOLD4W,B001EQ4QJK,B001EQ4QJK,B001EQ4QJK,B001KVPBS4,B001KVPBS4,B001KVPBS4,B004HOQE64,B004HOQE64
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B008YA1NWC,B003G52BN0,B004HOOZEW,B00284TRPA,B000ZSZ5S4,B001F3A1AA,B004HOLD60,B0037B3YPM,B004HOSGWE,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001IZ5QG4,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B001HTGAUM,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
